importer,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,S19,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
BDI,0,0,0,0,0,0,44521090.4736,0,0,0,47202.2472,2310330.6576,0,0,37738012.6572,5157.9984,0,45911.532,0,513245.93759999995,0,0,0,0,0,0,0,0,365890.8,3062.4,0,0,3.1776,0,1308555.2159999998,818936.6928,0,125266034.39999999,356890.3956,0,0,0,0,0,0,0,0,0,0,0,1634.8775999999998,934156.7999999999,13346949.3192,0,0,3659219.5667999997,0,0,0,15741122.5344,0,5729995.027199999,295556.868,101760.99359999999,285615.8088,0,17259041.4672,0,0,31130.9292,4338007.205999999,0,2037.0876,0,0,0,0,0,327725.5992,0,0,0,0,1539239.8284,0,2601.6,0,1374,1465743.81,48572558.581199996,101071.8,0,0,0,0,6274585.7988,0,84840.37199999999,15089925.530399999,0,82536945.33960001,0,0,0,0,0,13637.4108,0,185522.4,0,0,0,40295.1432,0,879529.2,1207403.0724,761046.1608,0,1082792.388,0,27166.4676,0,0,0,0,0,12719493.4632,0,67480.6428,0,0,613200,35252.9232,0,310041.9768,1366115.172,19664.1528,3024.2148,0,584.1528,888978.3084,0,0,6812742.2736,54237.005999999994,0,0,1620.6863999999998,168895.7088,84910.2696,0,0,2880,0,0,623949.6,0,254912.5368,0,0,0,127295.9316,161262.984,0,0,75166.5408,670022.7036,0,386794.8636,74702.5812,0,0,0,0,0,0,0,0,0,0,0,6292.9836000000005,966427.9416,701327.6675999999,16080.071999999998,0,0,0,0,0,19302.9156,2025070.4627999999,0,0,0,0,0,0,788264.154,15326176.799999999,0,206791375.008,0,7979.964,0,4858800,0,0,0,0,0,0,0,0,0,0,7379322.176399999,27938199.5364,1928173.176
BEL,6715.619,502452.304,624778906.823,1233.922,5386759.249,1205048.802,1518651368.767,226739601.333,191780945.769,951.873,1163855319.189,7648071754.981,44131510.644,2960173.888,0.011,2948610.422,2695604.173,3528115.15,415839433.27,1506608537.812,119686606.107,1542087.919,26242082.187,27919.934,4907309.151,473711.881,1361.306,72355479.495,1589248946.533,96763.042,129954.248,2551.524,1072507998.42,9738046.665,3125478888.566,10424911208.712,485706218.209,14237893001.577,272305076.614,160093570.829,97542075.976,23457584.964,0,208172474.123,33824.494,17565.695,635055334.034,25146031.522,36889.609,2511.787,32599549.518,4803132335.867,52014855345.367,53235.796,307171.028,1758401510.877,56655093.523,738765089.3,82125795.876,203858274.513,25.875,10006748584.154,361503618.562,23603250.52,1614859630.959,5881.539,48084916321.766,10961.836,1851.121,86438638.418,14577130049.521,38179084.797,125059114.409,40053.142,8617785.736,141312.521,0,158132358.237,309938147.27,10161.308,6884.61,48290753.713,12544089.582,233901432.89,108993261.59,196499969.333,1635654.32,3597107890.612,657075069.396,4376368428.63,18672788264.057,27996373.538,81269409.871,47161013.94,767659393.162,16228438070.105,254912.202,44401633.895,8901792475.478,112396055.966,24523989.881,393952.956,51262849.171,0,38397.276,3201042716.16,219594672.395,25664785.215,18517986.223,8018177.868,31978123.216,10153.718,154448275.128,325537828.327,424920720.456,1579097511.293,162398710.046,3556938.365,613558966.95,14581492.372,14961614.756,266135.089,2709903304.011,104.775,129670062.126,391540.818,37838664.143,110851060.538,874250.552,363233.39,522.761,8073529.511,252584.706,219.53,23320302.45,18872473.425,1329727515.213,248517931.063,412440.043,65261.168,213259729.338,63180931.192,0,87949009731.901,9337713260.006,2860392.03,739.75,221529578.359,15751470.681,232970222.394,1475672.465,186169989.18,153146645.693,0,30157431.581,7403971685.54,9615.084,1571048180.39,16648364.749,615540.88,605030.441,2928913721.925,1685331710.245,3726232369.181,4893610.938,1743476158.951,1468430814.181,1940933.085,40412001.293,2334720449.103,109085.98,4287.998,72504793.046,10624403.965,758370.313,138643.387,38059.553,256616392.725,3374.899,234572.772,2052588.04,1944696398.033,405849547.022,7690349086.862,2643576.468,113316.313,420585.175,395983.881,2512.803,2048.539,22711802.629,924571869.527,34074710.856,61864.708,3493862.604,89734.731,834.393,395726031.662,213269369.324,3359296204.78,58.194,67521945.993,13131670.467,458226338.059,73771603.004,27982351634.58,41106973.55,51235.005,366599.725,20557477.57,156914.654,893370348.369,3366.703,60670.469,4.92,1365101.698,1840543424.078,19931440.61,84347602.498
BEN,0,0,1833147.237,0,27830.478,0,145239502.612,3698289.115,0,42300.873,374153.075,1003821.187,0,6822.144,150158903.389,0,0,8275501.681,23720.173,326884.276,18339.914,14172.041,146.007,0,353.367,1370.127,0,0,37791966.616,0,129.114,0,27315.903,23806.853,8808631.653,74552493.882,2160983.977,500002600.683,109721280.281,1680499.169,94162.969,501070.153,0,43008.184,0,0,0,0,0,0,480335.619,721837.671,44391835.119,501.401,0,21518156.604,20712.969,5151019.283,479412.688,27690680.3,0,91490769.233,152543.754,13058.712,1172046.875,0,337703317.853,0,0,95268.239,50242632.709,6782.434,63697844.267,232055.589,52029.081,995.087,0,1381966.607,1233758.599,0,0,405792.793,0,18531348.533,693599.305,147118.372,2320.517,1888843.714,61664302.547,665957673.863,5499766.464,112846.348,0,243232.92,141484.031,46270606.152,2515.593,482076.32,7108052.469,863383.99,648004.712,0,68721.101,0,0,8103250.001,9961484.908,9891.093,26123824.046,21747.262,22053.425,0,154450.544,0,12638572.245,107045.154,4790105.275,0,96951336.439,0,183372.286,0,2038454.661,11270.563,0,368567.182,6581687.59,99081.16,0,0,0,7638229.932,13772010.268,0,8057398.457,0,99521939.714,269570.772,0,4367339.603,201138041.526,220501.233,0,52589926.769,21164698.012,0,0,1097837.378,13445585.281,18806561.408,24866.907,261655.896,54286.529,0,0,38687607.388,150963.833,9825121.355,24140.525,0,0,65715.458,1031438.915,70752051.436,524853.397,32151586.149,9708970.611,0,16442768.077,49250220.171,0,0,30901.361,0,0,0,0,1841.125,0,0,0,1075293.172,128086.443,57036014.467,153050.146,0,0,0,7110.409,56833.596,143190047.456,48431173.372,0,27804.765,442.883,12199.344,0,655.012,16899562.349,76873565.829,0,74663.481,410941.572,278595.948,1136404.905,204868542.988,0,0,0,801.894,0,2085109.576,0,0,0,51404.73,7680858.405,32540.841,0
BES,0,0,0,0,0,0,281843.0424,0,0,66244.0572,0,351552.0012,0,0,1489596.5363999999,0,0,0,0,312675.0792,0,0,0,0,0,0,0,0,4123126.8,10461.6,0,0,0,0,410036609.3664,67688.33159999999,0,30,0,0,0,0,0,242490182.48399997,0,0,0,0,0,0,0,22035.6,2813552.6412,0,0,1760413.9104,0,0,28000.44,0,0,1301249.8404,235749.97199999998,0,81298.85759999999,0,25713724.308,0,0,0,10604751.4512,0,0,0,0,0,0,0,666312.7572,0,0,0,0,0,0,0,0,0,0,0,1555.7292,0,0,0,0,1988796.8351999999,56899.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24536.399999999998,0,49814.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.6724,0,0,0,0,0,0,167621907.07799998,10690.387200000001,0,0,0,0,0,1387176,104205.23999999999,0,0,0,236530.8,0,1749261.2352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.3999999999999,0,0,0,30927.742799999996,13136.13,13571.8944,0,0,0,0,0,0,0,502933.41359999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,0,21382.089,6717555.994,4171.217,116452.535,2774.94,26339952.646,8160130.409,124.516,0,37369889.837,1898237.069,351.96,207.295,203543862.281,2750836.094,0,70706.931,409996.708,981905.309,0,47884.768,59148.221,0,0,0,0,0,59298326.583,0,0,0,438.994,0,16119595.654,11406828.437,12416749.418,807473275.534,816682424.122,538738.02,1443.689,2102789.044,0,6794.695,106.418,9370.698,16834.59,6549.322,0,0,463914.291,8883184.345,142254071.179,11117.364,0,20016204.772,521.614,35068135.545,102436.607,90339765.137,3311.932,60553791.984,2530440.854,604305.439,22405453.914,0,433159511.022,0,0,32449.139,43262348.293,14135.515,375640237.761,0,263072.433,117373.338,0,3342780.79,28801558.027,0,0,161563.78,0,1061941.66,0,1972950.754,0,1957653.068,24024284.031,337834193.64,7509886.427,1075602.65,6349.621,13864.334,125905.416,89065193.851,25599.095,255888.38,111341363.413,1777556.712,664141.703,18370.862,319308.847,0,0,66159903.635,1195633.562,36856.459,1667360.341,209165.445,55020.859,0,728200.167,440.294,4594387.113,0,10131510.495,10567.92,73983919.252,157818.824,53471.434,0,25676293.851,0,9411.812,34153995.908,57708.2,35394.737,0,520492.398,0,0,107291.137,0,191180.282,0,44957547.682,329.722,0,64575099.043,10231389.702,249535.258,388.821,168286851.525,60768833.323,0,945.808,307183.869,295418.018,5069070.246,36619.992,22703825.252,712157.566,0,1534.731,10448473.444,1015295.456,7490982.862,2637.776,0,0,547768.354,2021350.252,523904791.878,11268.655,3608455.249,23069831.246,2802.637,33039171.205,8899995.306,184.519,4224.863,88204.214,16393.227,0,0,0,132363.064,0,1832.743,53158.101,2192460.622,1589340.873,26747590.039,209027.882,0,1728.299,0,67917.638,0,206222222.798,52134606.256,5437.045,0,23607270.001,2148.037,0,0,23789704.538,99211371.245,0,36671.847,658.954,14596712.925,61984.439,244184304.445,0,2511.235,51663.728,0,0,43707235.677,0,1889.213,0,0,67543298.013,146918.312,309.325
BGD,0,0,0,0,0,0,1534468407.8964,548376059.292,0,0,1516348625.664,76372723.1028,2351754.5039999997,0,275791592.0592,469752719.9076,0,0,0,37492175.8344,20635264.734,0,13398.7704,0,0,931.1039999999999,0,82500,2527181167.2,0,684416.2308,0,2282.7288,0,1164920157.1656,132587658.486,48427920.3096,27543618604.8,82050520.71839999,0,0,0,0,2575766.4359999998,0,0,1437956.088,0,0,0,3445030.8156,77818820.39999999,1110687895.1195998,0,0,101677760.47320001,3132682.944,0,1707787.68,193192233.93359998,0,221850487.89360002,1252916.6279999998,3627163.4772,50282814.6288,694618.47,226659588.93719998,0,0,9884735.5188,731453146.2383999,0,45681.7848,0,0,0,0,0,76622288.55,0,0,22319809.2,38068.3272,998297136.4535999,0,9408724.799999999,0,13556335.2,4293350082.8051996,13503179344.338,49059305.5536,0,0,420991.50959999993,0,721553113.6068,0,68776124.0412,2084421176.2463999,9636674.7,5233737.516,14137.199999999999,0,0,0,0,4839108.6672,0,69650.4,79983.98400000001,0,0,212316683.8164,0,18350041.2,1475360.964,3463110.492,0,488583906.1356,1317165.5999999999,4193894.6772,3949149.546,6083049.6,0,0,0,2565483.2364000003,80636133.5832,138139.68959999998,0,0,51082800,7425058.902,0,3980999.7299999995,10.956000000000001,2948204191.836,74186.22,0,0,68151804.8748,0,0,437860254.03,13445150.5788,0,0,392188476.114,98786284.3704,828565982.466,422528.39999999997,26361355.704,45794899.199999996,0,0,94371421.2,0,21883850.9616,113468216.05199999,0,0,2489607255.2364,131164835.232,0,0,1146926889.2628,1404721406.4816,0,13929799.704,3874081010.5512,0,0,0,32583.6,0,0,0,887899.2,0,0,0,16553324.2548,4510652.2151999995,72249869.29439999,1283.124,0,768140.574,0,0,0,4919354.0304,1368915667.3163998,0,0,0,0,0,0,60501575.868,500208062.4,0,29289874.512000002,0,253226902.98,9114918,2702388440.4,7759658.399999999,0,0,0,0,0,0,0,199009.9008,0,370751844.9096,0,3961188.8880000003
BGR,534.559,181603.677,620545.427,0,51698047.342,102167.167,53913087.589,20846450.32,3148827.486,0,22583857.115,1427185977.641,341512769.826,0,1197173969.196,1248.226,0,91103.392,2723529.99,0,24217645.639,0,39494849.097,0,22835901.559,1207322.957,294819.693,745636.731,427264760.628,323.942,0,0,572.15,0,140336341.722,391431835.257,165551135.082,2879536760.988,85090160.479,253313.676,2576.056,107.796,0,29677408.45,0,0,294446.551,3530695.77,1375.371,0,65631581.494,1510887115.299,6633415565.717,268859.568,0,344757729.542,1889962.95,72538959.693,76359400.435,380679042.39,0,1018381335.926,100039230.75,3425633.58,136068406.281,44269.472,1435308979.669,730345.128,0,43958.245,433768329.288,323647611.569,13061105.147,29458.807,2988681.916,0,0,0,2350916437.459,0,0,788966.992,0,220023851.553,3481567.723,142822194.034,0,1869306575.756,401696797.137,255747455.397,213622204.615,60911240.263,1180545.239,1829777.209,125899323.448,3603522152.952,649.542,8001364.077,212160012.95,8928717.256,4051825.324,1672656.017,24636221.619,0,0,200153993.572,1588610.798,2349231.774,49047967.019,7827940.208,2088517.187,20.454,5045135.495,0,139072218.382,37818503.128,47168422.724,4241717.711,99340859.678,108507514.428,31829.774,0,81904445.083,4811128.42,571745315.777,0,15163345.639,23947703.132,5377729.791,22884.335,0,14196902.188,346.607,0,2339270.839,645117.466,137107372.351,4723769.155,0,24349.26,5919092.444,4307880.898,0,2192471562.625,181118822.055,88635.132,0,17509361.212,27144706.741,49968370.927,107083185.263,222198765.025,98484890.345,0,3756464.992,2089516268.764,159.76,117801583.908,1222395.098,421355.467,0,66980511.261,3644163306.193,3507514301.6,519.081,170326842.175,93613487.183,61438.39,409894.781,39542297.179,0,0,64.678,48548.158,773960.635,991778.357,0,1178565251.084,0,0,4407.489,641194997.451,488243048.56,442337674.529,20824533.941,1787.208,45608.358,972850.977,0,0,381745.561,101888125.503,7006962.123,0,3667736.989,0,0,7442976.235,37996166.433,4398962134.167,0,111678576.708,6474533.3,1053646063.988,6242521.84,566911448.409,13906200.316,0,0,409450.328,0,159658698.187,0,0,0,448985.606,105010134.364,708906.369,3776763.873
BHR,3832.755,1067384.143,0,14457.308,590162.969,0,1441525459.136,19244976.63,143557.648,24687.792,1255600595.896,50758687.447,1380557.743,22019.614,63279661.829,0,0,29.798,33026773.586,7505514.645,12140611.264,511.928,3130115.772,0,469694.251,140349.127,0,212310.167,1391606012.477,70258.17,14170.535,956.306,0,520.375,232849974.813,359267369.301,154329849.456,2149969522.687,967156.093,189883.412,44962961.374,0,0,3298769.248,81142.069,2228.003,3219299.732,189693.265,10.005,1158.806,6083748.247,58278314.264,526514152.543,60.511,10651.05,51825707.039,836041.439,1362919.639,5587530.917,113420266.618,3396.386,205251998.24,4655285.209,1559952.115,10255513.413,393173.493,404375825.946,0,1197.133,974953.856,378739449.748,286583.685,84947.415,1870.298,3055.426,65883.053,0,1568.021,19826609.448,6729.771,0,3683582.723,1423.032,4862072.384,644361.094,1743940.277,5633.864,26356618.074,103201075.83,744442690.74,96253095.29,17049160.073,164295.151,342201.81,5364988.476,404584463.443,19055.742,70926275.744,685678664.854,630127.285,25970304.918,47140.375,8656107.431,0,11324.114,159788955.014,184064280.385,125867.042,4049140.919,3288.862,43087.319,238.404,11061787.216,13595.657,11124670.142,1585534.926,1583257.716,55518.58,12712361.318,595512.554,396435.544,35437.112,73936054.182,0,334525.887,15910709.75,4370984.239,5727514.209,12185.048,20411.407,171.862,1577532.086,12642.995,0,309350.816,0,73729459.906,80576.707,2829.412,28914.989,10501253.484,81131.702,0,123719353.116,13603517.057,214923.045,34081.144,47488836.885,137485063.803,78312575.219,300732.571,2590300.317,27130519.407,0,6875.383,151272647.42,0,19912243.056,995822.79,561764.581,379927.414,9925302.624,18171394.176,8559120.62,42063.87,74207617.144,976054458.748,1159090.866,36451.609,43340442.413,60154.455,4655.332,153675.508,505032.828,418397.017,8595000.801,114.098,6612643.363,0,2749.569,31218.239,25512452.247,7666426.12,64535567.522,0,0,187351.074,9001844.917,0,9605.138,12380.739,204109574.055,15276.981,81696.114,7372.213,10390.247,0,53074.747,5167397.897,214116897.181,0,3233997.158,901983.42,4846853.647,10743670.486,973062208.1,368678.725,35363.011,3334.66,64104.311,0,124177740.378,0,2417.862,34026.205,6614044.456,42599670.426,2325973.426,120115.577
BHS,23698,53092,7698,0,0,50,0,1896881,0,2301,1871481,1520466,0,0,5371846,0,0,0,0,99475,0,0,1066,0,0,0,319383,0,18159932,4111490,0,0,0,0,31440311,33056349,896662,72831319,0,0,0,0,0,3204062,0,0,15841712,20,829797,979195,35990,1230951,15549450,0,6105876,2055471,11910288,0,1023750,151856,0,6622320,0,452,3315112,0,22643786,0,0,0,23314295,0,32564,0,0,0,0,0,690263,29698,0,5517277,6073954,7980745,1698332,29009,332554,133941,3007204,10705047,11989060,0,0,6168685,107215,20109597,13938652,0,34355847,0,36034,0,0,0,309,6411517,0,0,32979,0,0,649258,6268,0,0,415,738530,0,90992,0,0,0,23014664,0,7704,0,5899,0,0,0,0,0,0,0,575,0,648900,0,0,0,2202,41880,0,14895082,97213,0,0,1529060,0,429257,33962891,2353707,872655,0,0,418539,191276,1305766,564089,0,0,222,71151,812,0,0,14170,0,846,1253265,0,0,0,0,0,0,0,395,0,93,67318,0,15894,5306542,0,123636,0,0,210293,0,0,7675522,0,0,0,0,0,2225826,52982,8354199,0,0,0,0,639791,3544376730,164,0,17147,773055,1586852,1732433,0,0,0,0,1127375,11858,4246
BIH,1472.126,8418.3,159.867,689.289,36033349.036,1597.644,47340470.705,27869841.299,13119.475,859.807,18866297.911,551202406.505,177779.001,214.877,135494652.066,104649.729,0,3852.458,67205558.995,78529203.832,329228.941,871.878,0,887.676,13419254.696,37993.098,36.519,3892372.563,140818539.197,21667.186,5290.944,0,0,34055.823,11607334.415,92842659.092,1309206.731,1453576517.529,442434.02,443989.335,872.646,21935.562,622.967,6025034.052,17249.368,1179.176,6224333.05,58902.942,0,1556.112,1405810.396,290809716.648,1844633600.547,0,2572.555,55325487.647,687881,996099.325,35703723.184,69353848.386,1867.554,196589586.336,2815415.765,731405.822,33002194.697,943.5,282513743.629,118359.621,0,26874.348,89416753.912,632281.764,1023159,107.614,1104146.628,953.193,258.511,0,142175702.72,1342.831,127.838,311948.723,7504.955,6185535.26,121533.228,1157630317.75,2456.606,344782465.983,53193634.5,226524630.704,50908759.945,11409446.485,17820.969,192841.435,7585412.564,2139213248.565,3381.229,1251709.001,100466972.801,10013651.541,664784.208,236248.307,14711071.162,88721.34,19683.94,64253859.632,1180839.426,297674.288,33848.09,111.652,25682.532,0,2003376.012,0,12112076.078,6375248.972,12626104.873,36614.493,16904058.191,5733236.039,163174.69,32.679,19845158.08,284.924,117671609.574,41.524,4007204.294,14568668.549,52754681.611,1795.238,0,98675.748,64400.578,68.713,412267.445,14685.134,22621258.882,43231.322,0,2903.512,143261.03,112775.585,25850.994,226783616.711,16616271.213,7194.78,9721.331,525000.685,2836151.665,19438913.725,271557.457,974838.576,3511248.018,0,336.317,481394694.832,0,22721728.353,160233.82,72741.817,1610.397,8226595.056,143167072.285,255722166.568,71565.11,33093432.778,3967112.504,10197.146,34065.705,6591487.226,1167.702,0,46672.913,57242.095,1261905.368,6279.084,0,1579017780.181,0,512.013,82730.293,134972690.136,593364909.225,105474744.252,2908.58,32984.601,702.381,635803.251,793.816,0,61898.548,32146909.531,107255.143,1975.803,695297.554,74.491,108.364,33122.583,5324010.092,851474160.677,2035.222,166389.435,1590831.362,33872333.952,8498587.8,437416129.791,1025761.39,0,218.817,154844.848,278.497,93911101.785,9905.608,198.252,0,1195.053,14352248.13,43950.002,199985.613
BLM,0,0,0,0,0,0,523529.30279999995,0,0,0,0,40932.9372,0,0,452899.14959999995,0,0,0,0,0,0,0,21.847199999999997,0,0,0,0,0,2663426.4,0,0,0,0,0,988492.6691999999,22039165.9332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12938.4,1970761.2756,0,0,67230.9396,0,0,0,0,0,1389373.9631999999,61970.831999999995,0,64091.1156,0,0,0,0,0,0,0,0,0,0,0,0,0,312303.2484,0,0,0,591023.622,0,0,0,0,410222.39999999997,0,0,2110731.498,0,0,0,0,0,0,0,2339128.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2535.6,0,7425.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068.27,0,0,0,0,0,0,0,0,0,0,1707567.9503999997,2219.6448,0,0,0,0,403.71479999999997,0,0,0,0,0,135964.8,0,6064718.0472,0,0,0,0,2687.0399999999995,0,0,22311.460799999997,0,0,0,0,0,0,0,0,0,0,0,16738.8,0,0,0,715247.514,6107.4803999999995,242371.42319999996,0,0,0,0,0,0,0,118729.4916,0,0,0,0,0,0,0,0,0,0,0,7763.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLR,0,0,0,0,0,220934.22,710790415.2492,4068691.944,110073910.872,0,0,136619031.45479998,38179910.68799999,0,117169003.56719999,0,0,101444.5716,0,62845353.2796,0,0,913763.7372,0,0,0,0,375244.70399999997,7636935.6,0,0,0,0,0,1004504.4191999999,109878926.78519998,19622615.448,7006673113.2,0,0,0,0,0,2901130.2839999995,0,0,0,0,0,0,19442.0748,187326390,2479248925.7172,2140.6319999999996,0,10421675.5944,0,0,268544.16,25802402.456399996,0,96636651.2172,159539646.204,57150.8712,29958582.929999996,0,171754876.4544,0,0,0,21616228.7868,45401124.4932,0,0,0,0,0,0,18275860.422,0,0,0,0,42295653.9588,0,11374731.6,0,137106990,16093686.8316,54506032.062,11206254.138,0,0,41526974.389199995,12687250.799999999,387846252.29639995,0,338724.1176,16444574.8272,183687272.41199997,249780.1164,32613974.4,0,0,0,0,0,0,84210,0,0,0,4460907.3324,0,2206638378,1263259.0092,220463076.3552,0,1026754.1292,100876390.8,0,0,0,0,2640092.4924,0,0,313169.7,17389.2432,0,0,0,450893.93639999995,0,0,0,134893295.0292,0,0,0,0,0,0,221156146.6176,42941161.261199996,0,0,1178272.9116,0,412148.9664,0,102072,117367.2,0,0,3419699566.7999997,0,18686295.2856,0,0,0,0,29208395.136,0,0,21027089.588400003,221601.59399999998,0,317643.1092,527150.61,0,0,0,0,0,0,0,94760690.39999999,0,0,0,47711831.194800004,128271880.254,9970705.6728,0,0,0,0,0,0,0,16920398.1708,0,0,0,0,0,0,47054.974799999996,2020592986.8,0,0,0,4175376.204,602569.2,20754735.599999998,165569665.21199998,0,0,0,0,0,0,0,0,0,1873769.9988,0,27.612000000000002
BLZ,76077.91,0,0,0,0,51248.17,4218647.315,3442042.575,0,660.065,118289.29,4848358.355,0,0,3917886.42,0,0,0,175637.755,788923.06,0,0,0,0,9745.41,0,0,0,14113295.61,1178494.755,12517.085,0,0,0,11650231.06,2105644.525,3975263.735,229516388.005,0,0,0,0,0,5852000.945,0,0,15045986.39,5076.31,686886.85,9883673.7,9113.11,66308.175,5914755.98,0,29031.89,3278940.935,1567892.155,0,589150.715,19266.895,0,5024195.58,89067.935,1000,48540.05,0,2835873.71,0,0,0,10717128.395,9920.89,0,0,0,0,0,0,522.365,822749.335,837.21,126368586.11,248870.97,11734209.17,7151613.65,47996.325,0,153694.62,739898.825,16922352.415,906901.15,0,0,15945.25,884079.28,3129789.785,5006496.825,142585.44,8674590.105,0,0,0,12110.005,0,535215.315,15280678.95,13771.735,0,83192.94,0,0,2085149.51,342476.27,0,672756.995,0,47939.11,0,162433.145,0,0,0,127111480.02,0,373463.95,174.885,159049.47,0,0,0,0,507.525,0,741.715,19841.09,0,2591079.14,0,0,0,24042.065,447103.315,0,12761581.02,0,0,0,643305.835,0,396886.04,15385144.285,681480.09,394681.61,0,0,793852.875,30242.33,56408.43,563258.64,0,0,4.395,79621.99,140874.3,0,9418472.37,6882.92,0,0,975256.8,0,0,0,16020955.025,0,0,0,91185.65,0,0,180523.015,711.765,16505.235,424187.9,1549.44,450302.85,54661.825,0,0,0,65.1,5001837.965,0,25007.565,0,0,0,22017212.17,167824.935,4240362.415,0,0,0,2578.28,969991.615,561470702.909,0,0,0,981.605,0,6569469.125,0,0,0,0,2658393.055,0,0
